study_name	BioProject	sample_id	NCBI_accession	uuid
BoktorJC.2_2023	PRJEB53401	SAMEA110061163	ERR9830132	78ce3263-1e5b-4912-81e7-6c5f6526dded
BoktorJC.2_2023	PRJEB53401	SAMEA110061164	ERR9830133	a02f2805-68cb-45ab-a2d1-18c1118d74a3
BoktorJC.2_2023	PRJEB53401	SAMEA110061165	ERR9830134	67848892-6e02-47c2-ba55-c0239597a7cc
BoktorJC.2_2023	PRJEB53401	SAMEA110061166	ERR9830135	3d8ff2c4-eb7a-4b44-b9c5-7e02cdce0511
BoktorJC.2_2023	PRJEB53401	SAMEA110061167	ERR9830136	fe635904-0dca-4dc3-a330-e0781aa34fb6
BoktorJC.2_2023	PRJEB53401	SAMEA110061168	ERR9830137	e4477feb-5f29-47ce-86ac-2c08daba293c
BoktorJC.2_2023	PRJEB53401	SAMEA110061169	ERR9830138	9e1e65dd-61ea-4519-8011-19f1b0b9904d
BoktorJC.2_2023	PRJEB53401	SAMEA110061170	ERR9830139	d391d51d-b25c-43f1-abd3-e444f5e82cd0
BoktorJC.2_2023	PRJEB53401	SAMEA110061171	ERR9830140	110f5678-79d1-487c-a9ee-3a689214e3d3
BoktorJC.2_2023	PRJEB53401	SAMEA110061172	ERR9830141	7ceb2447-a728-4ee2-acca-a4b693d01fd8
BoktorJC.2_2023	PRJEB53401	SAMEA110061173	ERR9830142	822da213-a1db-45ec-98c3-2e51cd2d1d3c
BoktorJC.2_2023	PRJEB53401	SAMEA110061174	ERR9830143	7f25e951-ee13-4d16-abbe-68cfd8cf4d38
BoktorJC.2_2023	PRJEB53401	SAMEA110061175	ERR9830144	7890e7cb-14c0-4ebd-82d7-3397d5fe4e0d
BoktorJC.2_2023	PRJEB53401	SAMEA110061176	ERR9830145	1a23b6b2-d5f1-4fc1-86bf-c4019f4bdf8b
BoktorJC.2_2023	PRJEB53401	SAMEA110061177	ERR9830146	52af873d-06fa-4fcc-a7dc-7d4994f9462e
BoktorJC.2_2023	PRJEB53401	SAMEA110061178	ERR9830147	8eb87117-a02c-460b-809d-75ae8a8cc647
BoktorJC.2_2023	PRJEB53401	SAMEA110061179	ERR9830148	a817e647-e11c-41dd-9d30-01a5cb5f638b
BoktorJC.2_2023	PRJEB53401	SAMEA110061180	ERR9830149	47b07541-2518-4a80-955a-1a1de26d6fa1
BoktorJC.2_2023	PRJEB53401	SAMEA110061181	ERR9830150	45d2c279-d732-4437-90a5-b3630eac83c0
BoktorJC.2_2023	PRJEB53401	SAMEA110061182	ERR9830151	3efeed85-1ff0-40f5-88ae-b6492eb2a05b
BoktorJC.2_2023	PRJEB53401	SAMEA110061183	ERR9830152	fb05662e-9928-4c8c-8010-d987d4a05c3a
BoktorJC.2_2023	PRJEB53401	SAMEA110061184	ERR9830153	bfd25f03-b5db-4469-b113-88494e67c6ac
BoktorJC.2_2023	PRJEB53401	SAMEA110061185	ERR9830154	0b08adef-e96e-43dc-a4e0-e5aaa3a0090a
BoktorJC.2_2023	PRJEB53401	SAMEA110061186	ERR9830155	a83ef8dc-4dbc-415c-bca6-f9290d3c6fec
BoktorJC.2_2023	PRJEB53401	SAMEA110061187	ERR9830156	3d5f79bf-05be-47fa-8fb7-729fb15c6a47
BoktorJC.2_2023	PRJEB53401	SAMEA110061188	ERR9830157	bc540d62-6e30-4220-b5db-d6de8b8fc826
BoktorJC.2_2023	PRJEB53401	SAMEA110061189	ERR9830158	fc100e62-7e55-4185-bf64-89bd74dcee61
BoktorJC.2_2023	PRJEB53401	SAMEA110061190	ERR9830159	f6ec37d9-ee57-4355-b24d-b782a262d49b
BoktorJC.2_2023	PRJEB53401	SAMEA110061191	ERR9830160	04219d54-7501-4544-b5d3-4bbdb62e3a89
BoktorJC.2_2023	PRJEB53401	SAMEA110061192	ERR9830161	5de6b424-a742-4bb0-a897-7c5214222922
BoktorJC.2_2023	PRJEB53401	SAMEA110061193	ERR9830162	71f76871-0e40-493f-8695-79a80f6fcc3c
BoktorJC.2_2023	PRJEB53401	SAMEA110061194	ERR9830163	b2c7cd79-1d3f-4d34-a8ac-f8810d2dd3ed
BoktorJC.2_2023	PRJEB53401	SAMEA110061195	ERR9830164	7402ee3f-7bcc-4279-a33b-8f333a9eb13b
BoktorJC.2_2023	PRJEB53401	SAMEA110061196	ERR9830165	b593feca-052a-4382-9efe-e01da01b37cf
BoktorJC.2_2023	PRJEB53401	SAMEA110061197	ERR9830166	c745c2e1-e9b3-4671-8796-4a7cb9dcb290
BoktorJC.2_2023	PRJEB53401	SAMEA110061198	ERR9830167	b6b71809-81a4-4f3c-a577-ccc1a4beb04c
BoktorJC.2_2023	PRJEB53401	SAMEA110061199	ERR9830168	7ee85807-82ba-4406-a069-7e50d65d9413
BoktorJC.2_2023	PRJEB53401	SAMEA110061200	ERR9830169	3552a0b3-fad3-43e0-8b58-3c68fb8bff9e
BoktorJC.2_2023	PRJEB53401	SAMEA110061201	ERR9830170	78acd74d-ad96-4ad4-89fb-a90ed4eb2017
BoktorJC.2_2023	PRJEB53401	SAMEA110061202	ERR9830171	e3cb1359-1a4c-46bc-bbbc-07600092ffd7
BoktorJC.2_2023	PRJEB53401	SAMEA110061203	ERR9830172	10ec5abe-3809-410d-af09-ff2a26881527
BoktorJC.2_2023	PRJEB53401	SAMEA110061204	ERR9830173	28f90eef-49dd-457b-bcb3-da0a1f494655
BoktorJC.2_2023	PRJEB53401	SAMEA110061205	ERR9830174	527eef2f-5dc4-47e9-9245-122330dd7c9d
BoktorJC.2_2023	PRJEB53401	SAMEA110061206	ERR9830175	3629484c-4fb2-4697-b9b8-267df64e0e7c
BoktorJC.2_2023	PRJEB53401	SAMEA110061207	ERR9830176	66b36b78-070f-4f90-b7b6-30f26277a386
BoktorJC.2_2023	PRJEB53401	SAMEA110061208	ERR9830177	1ce712d9-958f-4379-91ee-b1f6545f4126
BoktorJC.2_2023	PRJEB53401	SAMEA110061209	ERR9830178	26fa7250-7c3d-4653-abb5-bf2aec23ec46
